courseId,chapterId,lessonId,topicId,videoUrl,topicTitle,description,order
course_1,ch_1_02,les_1_02_06,topic_1_02_06_1,https://www.youtube.com/watch?v=VXiqaXK7BfQ,Guard the Records – EMR/EHR Data Integrity & Access Logs,"Safeguards EMR/EHR integrity through robust data security and access control. Maintains accurate patient records, ensuring trust, compliance, and reliable clinical decisions.",1
course_1,ch_1_02,les_1_02_07,topic_1_02_07_1,https://www.youtube.com/watch?v=iI9E3Z0FPHo,First Hospital Drill – Ward & Facility Compliance Sweep,"Conducts a comprehensive ward and facility compliance audit to verify safety standards. Reinforces best practices, reduces risk, and strengthens hospital-wide quality systems.",1
course_1,ch_1_02,les_1_02_08,topic_1_02_08_1,https://www.youtube.com/watch?v=_zeRsyp-8s8,Emergency Response Simulation – From Alarm to Action,"Prepares teams for real-world emergencies with rapid response training. Enhances coordination, confidence, and effectiveness in critical situations.",1
course_1,ch_1_02,les_1_02_09,topic_1_02_09_1,https://www.youtube.com/watch?v=dJEf1Vgr9No,The Grand Ward Game – Multi-Department QA/QC Coordination Challenge,Promotes interdepartmental collaboration through a dynamic QA/QC challenge. Encourages teamwork while driving compliance and improving quality performance.,1
course_1,ch_1_02,les_1_02_10,topic_1_02_10_1,https://www.youtube.com/watch?v=vi1twOsoZJ0,Command Debrief – Findings Review & Strategy Redesign,Delivers a data-driven review of audit and simulation outcomes. Provides actionable insights to optimize processes and elevate operational efficiency.,1
course_1,ch_1_03,les_1_03_01,topic_1_03_01_1,https://www.youtube.com/watch?v=1o-6_AG4FpM ,"Blueprint of GMP – Principles, History & Core Requirements","Provides a concise overview of GMP, tracing its history, core principles, and regulatory requirements to ensure compliant and efficient pharmaceutical operations.",1
course_1,ch_1_03,les_1_03_02,topic_1_03_02_1,https://www.youtube.com/watch?v=pPFCWyd1ERs ,Facility Fortress – Cleanroom Classifications & Environmental Controls,Covers cleanroom classifications and environmental control standards.Ensures facility compliance and optimal operational hygiene.,1
course_1,ch_1_03,les_1_03_03,topic_1_03_03_1,https://www.youtube.com/watch?v=Us0W2VCIBSM ,"Personnel in Command – Gowning, Hygiene & Cross-Contamination Barriers","Covers proper gowning, hygiene practices, and barriers to prevent cross-contamination. These measures ensure personnel maintain product integrity and a safe manufacturing environment.",1
course_1,ch_1_03,les_1_03_04,topic_1_03_04_1,https://www.youtube.com/watch?v=j0fzFGN4-iY,"Documented Truth – Batch Records, Logbooks & Controlled Documentation","Batch records, logbooks, and controlled documentation form the backbone of GMP compliance. They ensure accuracy, traceability, and reliability in all manufacturing processes.",1
course_1,ch_1_03,les_1_03_05,topic_1_03_05_1,https://www.youtube.com/watch?v=ObgszmeRzlQ,"Raw Material Gatekeeping – Sampling, Storage & Supplier Qualification","Sampling, storage, and supplier qualification ensure raw materials meet quality standards. These practices safeguard product integrity and support regulatory compliance.",1
course_1,ch_1_03,les_1_03_06,topic_1_03_06_1,https://www.youtube.com/watch?v=nQhaM161mS0,"Line of Defense – Equipment Validation, Cleaning & Maintenance Cycles","Equipment validation, cleaning, and maintenance cycles ensure reliable and compliant operations. These practices protect product quality and minimize operational risks.",1
course_1,ch_1_03,les_1_03_07,topic_1_03_07_1,https://www.youtube.com/watch?v=EiKo4GCcCak,The Critical Path – Process Validation & Change Control Systems,Process validation and change control systems ensure consistent product quality. They streamline operations while maintaining regulatory compliance and control.,1
course_1,ch_1_03,les_1_03_08,topic_1_03_08_1,https://www.youtube.com/watch?v=zD127-VckOs,Quality on the Floor – In-Process Controls & Batch Release Protocols,"In-process controls and batch release protocols ensure products meet quality standards. They enable safe, efficient, and compliant manufacturing operations.",1
course_1,ch_1_03,les_1_03_09,topic_1_03_09_1,https://www.youtube.com/watch?v=Aw0N6AMLAZ4,"Regulatory Battlefield – WHO, USFDA, EU vs Indian GMP Codes","WHO, USFDA, EU, and Indian GMP codes define global regulatory standards. Understanding these frameworks ensures compliance and smooth international operations.",1
course_1,ch_1_03,les_1_03_10,topic_1_03_10_1,https://www.youtube.com/watch?v=rNORcBFrjnk,GMP War Game – Full-Scale Production Floor Compliance Simulation,"Full-scale production floor simulations train teams in GMP compliance. They enhance readiness, accuracy, and operational efficiency in real-world scenarios.",1
course_1,ch_1_04,les_1_04_01,topic_1_04_01_1,https://www.youtube.com/watch?v=rLGGupfiEJ0,"The SOP Arsenal – Structure, Scope & Regulatory Mandates","Standard Operating Procedures define structure, scope, and regulatory requirements. They ensure consistent, compliant, and efficient operations across all processes.",1
course_1,ch_1_04,les_1_04_02,topic_1_04_02_1,https://www.youtube.com/watch?v=qOWsIu0rBLc,"Writing That Commands – Clarity, Precision & Zero-Ambiguity Rules","Clarity, precision, and zero-ambiguity rules guide effective documentation. They ensure instructions are accurate, compliant, and easily actionable.",1
course_1,ch_1_04,les_1_04_03,topic_1_04_03_1,https://www.youtube.com/watch?v=Qx_sB282BGQ,"Controlled Evolution – Version Control, Review Cycles & Change Logs","Version control, review cycles, and change logs manage document evolution. They ensure traceability, accountability, and regulatory compliance.",1
course_1,ch_1_04,les_1_04_04,topic_1_04_04_1,https://www.youtube.com/watch?v=VvZ7N9_461g,"Validation Warfare – IQ, OQ, PQ & System Qualification Essentials","IQ, OQ, PQ, and system qualifications ensure equipment and processes perform reliably. These validations safeguard product quality and regulatory compliance.",1
course_1,ch_1_04,les_1_04_05,topic_1_04_05_1,https://www.youtube.com/watch?v=ObZf0j7a7e0,"Critical Protocols – Cleaning, Equipment & Safety SOPs in Action","Cleaning, equipment, and safety SOPs guide critical operational protocols. They ensure compliance, efficiency, and a safe manufacturing environment.",1
course_1,ch_1_04,les_1_04_06,topic_1_04_06_1,https://www.youtube.com/watch?v=Z-oIR_f8wqM,"Human Factor – Training, Compliance Tracking & Competency Records","Training, compliance tracking, and competency records manage human factors in operations. They ensure staff are skilled, accountable, and aligned with GMP standards.",1
course_1,ch_1_04,les_1_04_07,topic_1_04_07_1,https://www.youtube.com/watch?v=CtSjUi44J4M,Gaps & Breaches – SOP Deviation Handling & Escalation Models,SOP deviations and escalation models address operational gaps and breaches. They ensure timely corrective actions and maintain compliance integrity.,1
course_1,ch_1_04,les_1_04_08,topic_1_04_08_1,https://www.youtube.com/watch?v=u8o1JYsZSvI,"Digital Command – eSOP Systems, Access Hierarchies & 21 CFR Part 11","eSOP systems, access hierarchies, and 21 CFR Part 11 compliance digitize documentation control. They ensure secure, traceable, and regulatory-aligned operations.",1
course_1,ch_1_04,les_1_04_09,topic_1_04_09_1,https://www.youtube.com/watch?v=xws2FipkAAQ,Audit Crossfire – SOP Review Under Regulatory Inspection Pressure,"SOP reviews under regulatory inspections ensure audit readiness. They identify gaps, enforce compliance, and strengthen operational accountability.",1
course_1,ch_1_04,les_1_04_10,topic_1_04_10_1,https://www.youtube.com/watch?v=Eucs_vDipA4,The Validation Gauntlet – Full-Scale SOP Creation & Enforcement Drill,"Full-scale SOP creation and enforcement drills test process rigor. They ensure thorough validation, compliance, and operational excellence.",1
course_1,ch_1_05,les_1_05_01,topic_1_05_01_1,https://www.youtube.com/watch?v=wVEjckm5qZ4,Breach Point – Types of Deviations & First-Response Protocols,Types of deviations and first-response protocols define breach management. They ensure swift corrective actions and maintain process integrity.,1
course_1,ch_1_05,les_1_05_02,topic_1_05_02_1,https://www.youtube.com/watch?v=fO3aB0hXaDg,Rapid Fire – Immediate Containment & Impact Assessment Tactics,Immediate containment and impact assessment tactics enable rapid response. They minimize risks and ensure operational continuity.,1
course_1,ch_1_05,les_1_05_03,topic_1_05_03_1,https://www.youtube.com/watch?v=XqtEWbdK1p0,"Data Drill – Deviation Registers, Logs & Trending Analysis","Deviation registers, logs, and trending analysis track operational anomalies. They provide actionable insights to prevent recurrence and improve compliance.",1
course_1,ch_1_05,les_1_05_04,topic_1_05_04_1,https://www.youtube.com/watch?v=k6zpnkoODpE,"Mapping the Chaos – Fishbone, 5 Whys & Fault Tree Tools","Fishbone diagrams, 5 Whys, and fault tree tools analyze root causes of issues. They streamline problem-solving and strengthen process reliability.",1
course_1,ch_1_05,les_1_05_05,topic_1_05_05_1,https://www.youtube.com/watch?v=dqfTSByCy-o,Root Cause Warfare – From Symptom to True Origin,Root cause analysis traces issues from symptoms to their true origin. It drives effective corrective actions and long-term process improvement.,1
course_1,ch_1_05,les_1_05_06,topic_1_05_06_1,https://www.youtube.com/watch?v=4iZF5O4EnbM,Crossfire Controls – Human Error vs Systemic Failure Distinction,Distinguishing human errors from systemic failures sharpens control strategies. It enables targeted interventions and strengthens process reliability.,1
course_1,ch_1_05,les_1_05_07,topic_1_05_07_1,https://www.youtube.com/watch?v=wNOI6FgeTys,"Evidence Arsenal – Documentation, Witness Reports & Proof Trails","Documentation, witness reports, and proof trails build a robust evidence arsenal. They ensure accountability, traceability, and regulatory compliance.",1
course_1,ch_1_05,les_1_05_08,topic_1_05_08_1,https://www.youtube.com/watch?v=4UQxkme7k5M,"The Escalation Ladder – Minor, Major, Critical Deviation Handling","Minor, major, and critical deviations are managed through structured escalation ladders. This ensures timely resolution and maintains process integrity.",1
course_1,ch_1_05,les_1_05_09,topic_1_05_09_1,https://www.youtube.com/watch?v=QNwBjlmlWUM,Simulation Siege – End-to-End Deviation Case Battle,"End-to-end deviation case simulations test response strategies. They enhance readiness, decision-making, and compliance under realistic scenarios.",1
course_1,ch_1_05,les_1_05_10,topic_1_05_10_1,https://www.youtube.com/watch?v=wVEjckm5qZ4,Breach Point – Types of Deviations & First-Response Protocols,Types of deviations and first-response protocols define breach management. They ensure swift corrective actions and maintain process integrity.,1
course_1,ch_1_05,les_1_05_10,topic_1_05_10_2,https://www.youtube.com/watch?v=fO3aB0hXaDg,Rapid Fire – Immediate Containment & Impact Assessment Tactics,Immediate containment and impact assessment tactics enable rapid response. They minimize risks and ensure operational continuity.,2
course_1,ch_1_05,les_1_05_10,topic_1_05_10_3,https://www.youtube.com/watch?v=XqtEWbdK1p0,"Data Drill – Deviation Registers, Logs & Trending Analysis","Deviation registers, logs, and trending analysis track operational anomalies. They provide actionable insights to prevent recurrence and improve compliance.",3
course_1,ch_1_05,les_1_05_10,topic_1_05_10_4,https://www.youtube.com/watch?v=k6zpnkoODpE,"Mapping the Chaos – Fishbone, 5 Whys & Fault Tree Tools","Fishbone diagrams, 5 Whys, and fault tree tools analyze root causes of issues. They streamline problem-solving and strengthen process reliability.",4
course_1,ch_1_05,les_1_05_10,topic_1_05_10_5,https://www.youtube.com/watch?v=dqfTSByCy-o,Root Cause Warfare – From Symptom to True Origin,Root cause analysis traces issues from symptoms to their true origin. It drives effective corrective actions and long-term process improvement.,5
course_1,ch_1_05,les_1_05_10,topic_1_05_10_6,https://www.youtube.com/watch?v=4iZF5O4EnbM,Crossfire Controls – Human Error vs Systemic Failure Distinction,Distinguishing human errors from systemic failures sharpens control strategies. It enables targeted interventions and strengthens process reliability.,6
course_1,ch_1_05,les_1_05_10,topic_1_05_10_7,https://www.youtube.com/watch?v=wNOI6FgeTys,"Evidence Arsenal – Documentation, Witness Reports & Proof Trails","Documentation, witness reports, and proof trails build a robust evidence arsenal. They ensure accountability, traceability, and regulatory compliance.",7
course_1,ch_1_05,les_1_05_10,topic_1_05_10_8,https://www.youtube.com/watch?v=4UQxkme7k5M,"The Escalation Ladder – Minor, Major, Critical Deviation Handling","Minor, major, and critical deviations are managed through structured escalation ladders. This ensures timely resolution and maintains process integrity.",8
course_1,ch_1_05,les_1_05_10,topic_1_05_10_9,https://www.youtube.com/watch?v=QNwBjlmlWUM,Simulation Siege – End-to-End Deviation Case Battle,"End-to-end deviation case simulations test response strategies. They enhance readiness, decision-making, and compliance under realistic scenarios.",9
course_1,ch_1_06,les_1_06_01,topic_1_06_01_1,https://www.youtube.com/watch?v=wetTEunxb2I,CAPA Command – Core Concepts & Regulatory Expectations,Core CAPA concepts define corrective and preventive strategies. They align processes with regulatory expectations and ensure continuous quality improvement.,1
course_1,ch_1_06,les_1_06_02,topic_1_06_02_1,https://www.youtube.com/watch?v=u2JvvN7Djrc,From Firefight to Framework – CAPA Lifecycle Stages Explained,The CAPA lifecycle guides issues from identification to closure. Structured stages ensure consistent resolution and compliance.,1
course_1,ch_1_06,les_1_06_03,topic_1_06_03_1,https://www.youtube.com/watch?v=SQp_exO_INU,AI at the Frontline – Machine Learning for Deviation Pattern Detection,Machine learning detects deviation patterns in real time. This accelerates root cause identification and preventive planning.,1
course_1,ch_1_06,les_1_06_04,topic_1_06_04_1,https://www.youtube.com/watch?v=CWpIQx1vwFE,"Smart Triggers – Automated Alerts, Dashboards & Risk Prioritization",Automated alerts and dashboards enable proactive risk management. They prioritize actions and improve operational oversight.,1
course_1,ch_1_06,les_1_06_05,topic_1_06_05_1,https://www.youtube.com/watch?v=sJ8md53XM08,Escalation Pathways – Local vs Global CAPA Decision Chains,"Local and global decision chains guide deviation escalation. They ensure timely, appropriate, and compliant interventions.",1
course_1,ch_1_06,les_1_06_06,topic_1_06_06_1,https://www.youtube.com/watch?v=a2zLoRZtmFs,Precision Counterstrikes – Corrective vs Preventive Action Differentiation,Differentiating corrective and preventive actions sharpens CAPA effectiveness. It ensures targeted responses and long-term process stability.,1
course_1,ch_1_06,les_1_06_07,topic_1_06_07_1,https://www.youtube.com/watch?v=0uLXY-l5Ik4,Evidence Intelligence – AI-Supported Root Cause Verification,AI-supported verification strengthens evidence for root cause analysis. It improves accuracy and regulatory defensibility.,1
course_1,ch_1_06,les_1_06_08,topic_1_06_08_1,https://www.youtube.com/watch?v=_oufzayrB1I,"System Defense – Integrating CAPA with QMS, LIMS & eTMF Platforms","Integrating CAPA with QMS, LIMS, and eTMF platforms ensures seamless compliance. It centralizes data for efficiency and audit readiness.",1
course_1,ch_1_06,les_1_06_09,topic_1_06_09_1,https://www.youtube.com/watch?v=EFiCnWnJLpE,Audit Heat – CAPA Case Studies Under FDA/WHO Inspection Pressure,CAPA case studies under regulatory scrutiny reveal best practices. They highlight strategies to maintain compliance under inspection pressure.,1
course_1,ch_1_06,les_1_06_10,topic_1_06_10_1,https://www.youtube.com/watch?v=XoBIXpkZgwg,The CAPA War Room – AI-Simulated Escalation & Full CAPA Closure Drill,"AI-driven simulations test full CAPA escalation and closure. They enhance readiness, decision-making, and process control.",1
course_1,ch_1_07,les_1_07_01,topic_1_07_01_1,https://www.youtube.com/watch?v=imKZKO9P37o,"The Q.C. Lab: Final Defense, Data Integrity, and Regulatory Control",Mastery of core QC instruments and lab infrastructure ensures reliable testing. It supports accurate results and regulatory compliance.,1
course_1,ch_1_07,les_1_07_01,topic_1_07_01_2,https://www.youtube.com/watch?v=9BucVfDqlDk,Instrumental Analysis: Mastering Chromatography and Spectroscopy,Mastery of core QC instruments and lab infrastructure ensures reliable testing. It supports accurate results and regulatory compliance.,2
course_1,ch_1_07,les_1_07_01,topic_1_07_01_3,https://www.youtube.com/watch?v=MQzxxQG12QU,"Physical and Electrochemical Testing: Hardness, pH, and Water Purity",Mastery of core QC instruments and lab infrastructure ensures reliable testing. It supports accurate results and regulatory compliance.,3
course_1,ch_1_07,les_1_07_01,topic_1_07_01_4,https://www.youtube.com/watch?v=0i9mD6JhgG8,"Lab Infrastructure as Control: H.V.A.C., Water Quality, and Vibration Control",Mastery of core QC instruments and lab infrastructure ensures reliable testing. It supports accurate results and regulatory compliance.,4
course_1,ch_1_07,les_1_07_01,topic_1_07_01_5,https://www.youtube.com/watch?v=1KGgYjrxCo8,The Validation Lifecycle: A.I.Q. and Operational Mastery for G.M.P.,Mastery of core QC instruments and lab infrastructure ensures reliable testing. It supports accurate results and regulatory compliance.,5
course_1,ch_1_07,les_1_07_02,topic_1_07_02_1,https://www.youtube.com/watch?v=nwzE9ry8YTM,Introduction to Calibration Warfare & The Hierarchy of Standards (Traceability),"Calibration principles, schedules, and tolerance limits maintain instrument accuracy. Regular checks prevent deviations and ensure data integrity.",1
course_1,ch_1_07,les_1_07_02,topic_1_07_02_2,https://www.youtube.com/watch?v=5iFY20Gv43g,"Quantitative Science: Limits, Tolerances, and Guard Banding","Calibration principles, schedules, and tolerance limits maintain instrument accuracy. Regular checks prevent deviations and ensure data integrity.",2
course_1,ch_1_07,les_1_07_02,topic_1_07_02_3,https://www.youtube.com/watch?v=bouoJzpcsQU,Risk-Based Planning & Calibration Scheduling,"Calibration principles, schedules, and tolerance limits maintain instrument accuracy. Regular checks prevent deviations and ensure data integrity.",3
course_1,ch_1_07,les_1_07_02,topic_1_07_02_4,https://www.youtube.com/watch?v=Umql8MQnBS8,"The ""As-Found"" and ""As-Left"" Protocol & Out-of-Calibration (O.O.C.) Events","Calibration principles, schedules, and tolerance limits maintain instrument accuracy. Regular checks prevent deviations and ensure data integrity.",4
course_1,ch_1_07,les_1_07_03,topic_1_07_03_1,https://www.youtube.com/watch?v=sa0MmZVpwXw,"The Analytical Balance: Measurement Anchor, Corner-Load Testing, and U.S.P. Chapter 41 Compliance","Focuses on the most sensitive tool in the lab. Covers daily verifications (Sensitivity Test and Corner Load/eccentricity checks), handling environmental isolation via anti-vibration marble tables, mitigating static errors, managing hygroscopic raw materials, and satisfying the strict mandatory requirements of U.S.P. Chapter 41 minimum weight parameters.",1
course_1,ch_1_07,les_1_07_03,topic_1_07_03_2,https://www.youtube.com/watch?v=i-xeMP1MDtw,"The Chemical Compass: pH Electrode Slope Analysis, Temperature Compensation, and U.S.P. Chapter 791 Standards","Deep dive into potentiometric sensors. Outlines bracketing calibrations using a 3-point buffer approach (pH 4, 7, and 10), diagnosing electrode health using Slope Efficiency thresholds (95% to 105%), utilizing Automatic Temperature Compensation (A.T.C.) probes, proper electrode storage in 3M KCl, low-buffered solution nuances, and U.S.P. Chapter 791 guidelines.",2
course_1,ch_1_07,les_1_07_03,topic_1_07_03_3,https://www.youtube.com/watch?v=KTNhW-teZ-0,"Volumetric Mechanical Precision: Pipette Leak Testing, Gravimetric Verification, and I.S.O. 8655 Delivery Controls","Examines the piston-operated mechanical tools prone to wear and tear. Covers executing 15-second visual Leak Tests, performing Gravimetric Verification by weight-to-volume conversion using the local temperature ""Z-factor,"" allowing thermal equilibrium, mastering the Reverse Pipetting technique for viscous or volatile liquids, and adhering to I.S.O. 8655 volume tolerances",3
course_1,ch_1_07,les_1_07_04,topic_1_07_04_1,https://www.youtube.com/watch?v=PHr43O9FuWQ,"Spectral Command – UV-Vis, IR & HPLC Basics for QC Ops","UV-Vis, IR, and HPLC fundamentals underpin QC operations. They enable accurate analysis and consistent laboratory performance.",1
course_1,ch_1_07,les_1_07_04,topic_1_07_04_2,https://www.youtube.com/watch?v=XM4uzuB2UjY,"Molecular Fingerprinting: F.T.I.R. Spectroscopy, A.T.R. Mechanics, and Raw Material Identification Libraries","Shifts focus from quantity to absolute identity testing. Covers the molecular bonds' vibrational signatures inside the ""Fingerprint Region"" (1500 to 400 $cm^{-1}$), utilizing modern Attenuated Total Reflectance (A.T.R.) crystal interfaces, removing subjective analysis through automated Library Matching correlation factors (≥95%), protecting scans against humidity/moisture masking, and satisfying U.S.P. Chapter 197 guidelines.",2
course_1,ch_1_07,les_1_07_04,topic_1_07_04_3,https://www.youtube.com/watch?v=9fV6Qo2-zpk,"The Chromatography Separation Powerhouse: H.P.L.C. Mobile/Stationary Dynamics, Chromatogram Evaluation, and System Suitability Essentials","Serves as the capstone of spectral operations by integrating identification, purity, and quantitation. Examines the relationship between the liquid solvent mobile phase and column stationary coatings, assessing parameters like Retention Time (±2% tolerance window), Area Under the Curve, Resolution targets (>1.5 for baseline separation), mandatory pre-flight System Suitability Testing (S.S.T.) under U.S.P. Chapter 621, column log care, 0.22/0.45-micron filtration rules, and mitigating peak tailing with guard columns",3
